X,Y,OBJECTID,ifc_uid,Type_Description,Session_Key,Object_Metadata,Botanical_ID,Planning_Ref_No,Number_Trees,Data_Sheet_URL,created_user,created_date,last_edited_user,last_edited_date
526977.8898,5254009.5454,91,1481959,PLANNING Significant Trees,1:1 (Field Survey),,Pinus roxburghii,L6,3,http://hccapps.hobartcity.com.au/gis/significant trees/City of Hobart listings/L6 11 Lower Domain Rd.pdf,HCCGISICT,2017-05-24T03:31:55.650Z,HCCGISICT,2017-05-24T03:31:55.650Z
526947.608199999667704,5253992.19799999986,92,1481960,PLANNING Significant Trees,1:1 (Field Survey),,Pinus canariensis,L7,1,http://hccapps.hobartcity.com.au/gis/significant trees/City of Hobart listings/L7 11 Lower Domain Rd.pdf,HCCGISICT,2017-05-24T03:31:55.650Z,HCCGISICT,2017-05-24T03:31:55.650Z
526961.6025,5254028.901499999687,93,1481961,PLANNING Significant Trees,1:1 (Field Survey),,Abies pinsapo,L8,1,http://hccapps.hobartcity.com.au/gis/significant trees/City of Hobart listings/L8 11 Lower Domain Rd.pdf,HCCGISICT,2017-05-24T03:31:55.650Z,HCCGISICT,2017-05-24T03:31:55.650Z
526953.377899999730289,5254205.7794,94,1482092,PLANNING Significant Trees,Sketch,,Syzigium australe,L20,1,http://hccapps.hobartcity.com.au/gis/significant trees/City of Hobart listings/L20 11 Lower Domain Rd.pdf,HCCGISICT,2017-05-24T03:31:55.650Z,HCCGISICT,2017-05-24T03:31:55.650Z
526873.278400000184774,5254273.182,95,1482093,PLANNING Significant Trees,Sketch,,Tilia tomentosa,L21,1,http://hccapps.hobartcity.com.au/gis/significant trees/City of Hobart listings/L21 11 Lower Domain Rd.pdf,HCCGISICT,2017-05-24T03:31:55.650Z,HCCGISICT,2017-05-24T03:31:55.650Z
526885.255699999630451,5254199.841599999927,97,1481966,PLANNING Significant Trees,Sketch,,Pinus gerardiana,L12,1,http://hccapps.hobartcity.com.au/gis/significant trees/City of Hobart listings/L12 11 Lower Domain Rd.pdf,HCCGISICT,2017-05-24T03:31:55.650Z,HCCGISICT,2017-05-24T03:31:55.650Z
526891.325400000438094,5254185.292799999937,98,1481967,PLANNING Significant Trees,Sketch,,Pinus sabiniana,L16,1,http://hccapps.hobartcity.com.au/gis/significant trees/City of Hobart listings/L16 11 Lower Domain Rd.pdf ,HCCGISICT,2017-05-24T03:31:55.650Z,HCCGISICT,2017-05-24T03:31:55.650Z
526871.645399999804795,5254068.1901,99,1482096,PLANNING Significant Trees,Sketch,,Agathis robusta,L18,1,http://hccapps.hobartcity.com.au/gis/significant trees/City of Hobart listings/L18 11 Lower Domain Rd.pdf,HCCGISICT,2017-05-24T03:31:55.650Z,HCCGISICT,2017-05-24T03:31:55.650Z
526890.640399999917,5254046.646499999799,100,1482097,PLANNING Significant Trees,Sketch,,Juniperus oxycedrus,L19,1,http://hccapps.hobartcity.com.au/gis/significant trees/City of Hobart listings/L19 11 Lower domain Rd.pdf,HCCGISICT,2017-05-24T03:31:55.650Z,HCCGISICT,2017-05-24T03:31:55.650Z
526884.6458,5254123.549899999984,101,1482095,PLANNING Significant Trees,Sketch,,Cuppressus goveniana,L17,1,http://hccapps.hobartcity.com.au/gis/significant trees/City of Hobart listings/L17 11 Lower Domain Rd.pdf,HCCGISICT,2017-05-24T03:31:55.650Z,HCCGISICT,2017-05-24T03:31:55.650Z
526845.449599999934,5254073.0557,103,1481970,PLANNING Significant Trees,1:1 (Field Survey),,Abies nordmanniana,L26,1,http://hccapps.hobartcity.com.au/gis/significant trees/City of Hobart listings/L26 11 Lower Domain Rd.pdf,HCCGISICT,2017-05-24T03:31:55.650Z,HCCGISICT,2017-05-24T03:31:55.650Z
526208.224000000394881,5251969.082,105,,PLANNING Significant Trees,Sketch,,Schinus areira,B23,1,"http://hccapps.hobartcity.com.au/gis/significant trees/City of Hobart listings/B23 186 Bathurst St.pdf
",HCCGISICT,2017-05-24T03:31:55.650Z,HCCGISICT,2017-05-24T03:31:55.650Z
525904.267599999905,5251090.4313,106,,PLANNING Significant Trees,Sketch,,Quercus robur,D14,1,http://hccapps.hobartcity.com.au/gis/significant trees/City of Hobart listings/D14 251 Davey St.pdf,HCCGISICT,2017-05-24T03:31:55.650Z,HCCGISICT,2017-05-24T03:31:55.650Z
525649.944500000216067,5250785.4422,108,,PLANNING Significant Trees,Sketch,,Cupressus sempervirens,D15,1,http://hccapps.hobartcity.com.au/gis/significant trees/City of Hobart listings/D15 309 Davey St.pdf,HCCGISICT,2017-05-24T03:31:55.650Z,HCCGISICT,2017-05-24T03:31:55.650Z
527058.094899999909,5250169.801199999638,109,,PLANNING Significant Trees,Sketch,One of 5 listed under the same Planning Reference,Ulmus procera,E3,1,http://hccapps.hobartcity.com.au/gis/significant trees/City of Hobart listings/E3 Earl St.pdf,HCCGISICT,2017-05-24T03:31:55.650Z,HCCGISICT,2017-05-24T03:31:55.650Z
527039.289499999955,5250146.792299999855,110,,PLANNING Significant Trees,Sketch,One of 5 listed under the same Planning Reference,Ulmus procera,E3,1,http://hccapps.hobartcity.com.au/gis/significant trees/City of Hobart listings/E3 Earl St.pdf,HCCGISICT,2017-05-24T03:31:55.650Z,HCCGISICT,2017-05-24T03:31:55.650Z
526999.6875,5250099.6682,111,,PLANNING Significant Trees,Sketch,One of 5 listed under the same Planning Reference,Ulmus procera,E3,1,http://hccapps.hobartcity.com.au/gis/significant trees/City of Hobart listings/E3 Earl St.pdf,HCCGISICT,2017-05-24T03:31:55.650Z,HCCGISICT,2017-05-24T03:31:55.650Z
526961.412999999709427,5250054.535199999809,112,,PLANNING Significant Trees,Sketch,One of 5 listed under the same Planning Reference,Ulmus procera,E3,1,http://hccapps.hobartcity.com.au/gis/significant trees/City of Hobart listings/E3 Earl St.pdf,HCCGISICT,2017-05-24T03:31:55.650Z,HCCGISICT,2017-05-24T03:31:55.650Z
526940.616399999707937,5250029.977599999867,113,,PLANNING Significant Trees,Sketch,One of 5 listed under the same Planning Reference,Ulmus procera,E3,1,http://hccapps.hobartcity.com.au/gis/significant trees/City of Hobart listings/E3 Earl St.pdf,HCCGISICT,2017-05-24T03:31:55.650Z,HCCGISICT,2017-05-24T03:31:55.650Z
526862.549499999731779,5254086.929899999872,114,,PLANNING Significant Trees,Sketch,,Metasequoia glyptostroboides,L14,1,http://hccapps.hobartcity.com.au/gis/significant trees/City of Hobart listings/L14 11 Lower Domain Rd.pdf,HCCGISICT,2017-05-24T03:31:55.650Z,HCCGISICT,2017-05-24T03:31:55.650Z
526862.161799999885261,5254077.4948,115,,PLANNING Significant Trees,Sketch,,Sequoiadendron giganteum,L4,1,http://hccapps.hobartcity.com.au/gis/significant trees/City of Hobart listings/L4 11 Lower Domain Rd.pdf,HCCGISICT,2017-05-24T03:31:55.650Z,HCCGISICT,2017-05-24T03:31:55.650Z
526126.404199999757111,5250189.896599999629,116,,PLANNING Significant Trees,Sketch,One of 2 trees in reference ,Cupressus sempervirens,L27,1,http://hccapps.hobartcity.com.au/gis/significant trees/City of Hobart listings/L27 83 Lord St.pdf,HCCGISICT,2017-05-24T03:31:55.650Z,HCCGISICT,2017-05-24T03:31:55.650Z
526130.634499999694526,5250189.67,117,,PLANNING Significant Trees,Sketch,One of 2 trees in reference ,Cupressus sempervirens,L27,1,http://hccapps.hobartcity.com.au/gis/significant trees/City of Hobart listings/L27 83 Lord St.pdf,HCCGISICT,2017-05-24T03:31:55.650Z,HCCGISICT,2017-05-24T03:31:55.650Z
526551.441899999976,5251678.1939,118,,PLANNING Significant Trees,Sketch,,Juglans regia,M10,1,http://hccapps.hobartcity.com.au/gis/significant trees/City of Hobart listings/M10 190-190 Macquarie St.pdf,HCCGISICT,2017-05-24T03:31:55.650Z,HCCGISICT,2017-05-24T03:31:55.650Z
524284.901499999687076,5253532.421699999832,119,,PLANNING Significant Trees,Sketch,,Euc. viminalis,O2,1,http://hccapps.hobartcity.com.au/gis/significant trees/City of Hobart listings/O2 Ogilvie St Canning Court corner.pdf,HCCGISICT,2017-05-24T03:31:55.650Z,HCCGISICT,2017-05-24T03:31:55.650Z
527985.011199999600649,5249464.399,120,,PLANNING Significant Trees,Sketch,,Ulmus procera,S6,1,http://hccapps.hobartcity.com.au/gis/significant trees/City of Hobart listings/S6 Maning Ave reserve.pdf,HCCGISICT,2017-05-24T03:31:55.650Z,HCCGISICT,2017-05-24T03:31:55.650Z
525594.845599999651313,5250160.262799999677,121,,PLANNING Significant Trees,Sketch,,Euc. globulus,W6,1,http://hccapps.hobartcity.com.au/gis/significant trees/City of Hobart listings/W6 40 Waterworks Rd.pdf,HCCGISICT,2017-05-24T03:31:55.650Z,HCCGISICT,2017-05-24T03:31:55.650Z
527375.776499999687076,5251454.711,122,,PLANNING Significant Trees,Sketch,3 Trees in register - Battery Point Planning scheme,Aesculus hippocastanum,A1,1,http://hccapps.hobartcity.com.au/gis/significant trees/Battery Point listings/A1 Arthur Circus.pdf,HCCGISICT,2017-05-24T03:31:55.650Z,HCCGISICT,2017-05-24T03:31:55.650Z
527366.62430000025779,5251463.3311,124,,PLANNING Significant Trees,Sketch,3 Trees in register - Battery Point Planning scheme,Aesculus hippocastanum,A1,1,http://hccapps.hobartcity.com.au/gis/significant trees/Battery Point listings/A1 Arthur Circus.pdf,HCCGISICT,2017-05-24T03:31:55.650Z,HCCGISICT,2017-05-24T03:31:55.650Z
527354.917999999597669,5251451.411899999715,125,,PLANNING Significant Trees,Sketch,3 Trees in register - Battery Point Planning scheme,Aesculus hippocastanum,A1,1,http://hccapps.hobartcity.com.au/gis/significant trees/Battery Point listings/A1 Arthur Circus.pdf,HCCGISICT,2017-05-24T03:31:55.650Z,HCCGISICT,2017-05-24T03:31:55.650Z
527152.848899999633431,5251209.5849,126,,PLANNING Significant Trees,Sketch,,Abies pinsapo,C1,1,http://hccapps.hobartcity.com.au/gis/significant trees/Battery Point listings/C1 30 Cromwell St.pdf,HCCGISICT,2017-05-24T03:31:55.650Z,HCCGISICT,2017-05-24T03:31:55.650Z
527143.721599999815226,5251217.7165,127,,PLANNING Significant Trees,Sketch,,Abies numidica,C2,1,http://hccapps.hobartcity.com.au/gis/significant trees/Battery Point listings/C2 30 Cromwell St.pdf,HCCGISICT,2017-05-24T03:31:55.650Z,HCCGISICT,2017-05-24T03:31:55.650Z
527083.253100000321865,5251379.3843,128,,PLANNING Significant Trees,,,Ulmus procera,H1,1,http://hccapps.hobartcity.com.au/gis/significant trees/Battery Point listings/H1 80-82 Hampden Rd.pdf,HCCGISICT,2017-05-24T03:31:55.650Z,HCCGISICT,2017-05-24T03:31:55.650Z
527081.881400000303984,5251418.3069,129,,PLANNING Significant Trees,Sketch,,Fraxinus excelsior,H2,1,http://hccapps.hobartcity.com.au/gis/significant trees/Battery Point listings/H2 103 Hampden Rd.pdf,HCCGISICT,2017-05-24T03:31:55.650Z,HCCGISICT,2017-05-24T03:31:55.650Z
527070.0334,5250957.074599999934,130,,PLANNING Significant Trees,Sketch,One of 23 in the listing,Platanus x hispanica,Q1,1,http://hccapps.hobartcity.com.au/gis/significant trees/Battery Point listings/Q1 Quayle St.pdf,HCCGISICT,2017-05-24T03:31:55.650Z,HCCGISICT,2017-05-24T03:31:55.650Z
527060.30449999962,5250961.758899999782,131,,PLANNING Significant Trees,Sketch,One of 23 in the listing,Platanus x hispanica,Q1,1,http://hccapps.hobartcity.com.au/gis/significant trees/Battery Point listings/Q1 Quayle St.pdf,HCCGISICT,2017-05-24T03:31:55.650Z,HCCGISICT,2017-05-24T03:31:55.650Z
527040.4863,5250973.289499999955,132,,PLANNING Significant Trees,Sketch,One of 23 in the listing,Platanus x hispanica,Q1,1,http://hccapps.hobartcity.com.au/gis/significant trees/Battery Point listings/Q1 Quayle St.pdf,HCCGISICT,2017-05-24T03:31:55.650Z,HCCGISICT,2017-05-24T03:31:55.650Z
527030.757399999536574,5250979.0548,133,,PLANNING Significant Trees,Sketch,One of 23 in the listing,Platanus x hispanica,Q1,1,http://hccapps.hobartcity.com.au/gis/significant trees/Battery Point listings/Q1 Quayle St.pdf,HCCGISICT,2017-05-24T03:31:55.650Z,HCCGISICT,2017-05-24T03:31:55.650Z
527021.749099999666214,5250985.54079999961,134,,PLANNING Significant Trees,Sketch,One of 23 in the listing,Platanus x hispanica,Q1,1,http://hccapps.hobartcity.com.au/gis/significant trees/Battery Point listings/Q1 Quayle St.pdf,HCCGISICT,2017-05-24T03:31:55.650Z,HCCGISICT,2017-05-24T03:31:55.650Z
527011.299499999731779,5250991.6664,135,,PLANNING Significant Trees,Sketch,One of 23 in the listing,Platanus x hispanica,Q1,1,http://hccapps.hobartcity.com.au/gis/significant trees/Battery Point listings/Q1 Quayle St.pdf,HCCGISICT,2017-05-24T03:31:55.650Z,HCCGISICT,2017-05-24T03:31:55.650Z
527002.651600000448525,5250997.792,136,,PLANNING Significant Trees,Sketch,One of 23 in the listing,Platanus x hispanica,Q1,1,http://hccapps.hobartcity.com.au/gis/significant trees/Battery Point listings/Q1 Quayle St.pdf,HCCGISICT,2017-05-24T03:31:55.650Z,HCCGISICT,2017-05-24T03:31:55.650Z
526993.282999999821186,5251004.278,137,,PLANNING Significant Trees,Sketch,One of 23 in the listing,Platanus x hispanica,Q1,1,http://hccapps.hobartcity.com.au/gis/significant trees/Battery Point listings/Q1 Quayle St.pdf,HCCGISICT,2017-05-24T03:31:55.650Z,HCCGISICT,2017-05-24T03:31:55.650Z
526984.833599999547005,5251010.42119999975,138,,PLANNING Significant Trees,Sketch,One of 23 in the listing,Platanus x hispanica,Q1,1,http://hccapps.hobartcity.com.au/gis/significant trees/Battery Point listings/Q1 Quayle St.pdf,HCCGISICT,2017-05-24T03:31:55.650Z,HCCGISICT,2017-05-24T03:31:55.650Z
526975.535799999721348,5251016.011599999852,139,,PLANNING Significant Trees,Sketch,One of 23 in the listing,Platanus x hispanica,Q1,1,http://hccapps.hobartcity.com.au/gis/significant trees/Battery Point listings/Q1 Quayle St.pdf,HCCGISICT,2017-05-24T03:31:55.650Z,HCCGISICT,2017-05-24T03:31:55.650Z
526965.174899999984,5251020.2778,140,,PLANNING Significant Trees,Sketch,One of 23 in the listing,Platanus x hispanica,Q1,1,http://hccapps.hobartcity.com.au/gis/significant trees/Battery Point listings/Q1 Quayle St.pdf,HCCGISICT,2017-05-24T03:31:55.650Z,HCCGISICT,2017-05-24T03:31:55.650Z
526943.814399999566376,5251025.9413,141,,PLANNING Significant Trees,Sketch,One of 23 in the listing,Platanus x hispanica,Q1,1,http://hccapps.hobartcity.com.au/gis/significant trees/Battery Point listings/Q1 Quayle St.pdf,HCCGISICT,2017-05-24T03:31:55.650Z,HCCGISICT,2017-05-24T03:31:55.650Z
526933.419599999673665,5251028.520499999635,142,,PLANNING Significant Trees,Sketch,One of 23 in the listing,Platanus x hispanica,Q1,1,http://hccapps.hobartcity.com.au/gis/significant trees/Battery Point listings/Q1 Quayle St.pdf,HCCGISICT,2017-05-24T03:31:55.650Z,HCCGISICT,2017-05-24T03:31:55.650Z
526922.5674,5251031.5661,143,,PLANNING Significant Trees,Sketch,One of 23 in the listing,Platanus x hispanica,Q1,1,http://hccapps.hobartcity.com.au/gis/significant trees/Battery Point listings/Q1 Quayle St.pdf,HCCGISICT,2017-05-24T03:31:55.650Z,HCCGISICT,2017-05-24T03:31:55.650Z
526912.028,5251034.5365,144,,PLANNING Significant Trees,Sketch,One of 23 in the listing,Platanus x hispanica,Q1,1,http://hccapps.hobartcity.com.au/gis/significant trees/Battery Point listings/Q1 Quayle St.pdf,HCCGISICT,2017-05-24T03:31:55.650Z,HCCGISICT,2017-05-24T03:31:55.650Z
526901.234799999744,5251037.4039,145,,PLANNING Significant Trees,Sketch,One of 23 in the listing,Platanus x hispanica,Q1,1,http://hccapps.hobartcity.com.au/gis/significant trees/Battery Point listings/Q1 Quayle St.pdf,HCCGISICT,2017-05-24T03:31:55.650Z,HCCGISICT,2017-05-24T03:31:55.650Z
526877.256199999712408,5251043.388299999759,146,,PLANNING Significant Trees,Sketch,One of 23 in the listing,Platanus x hispanica,Q1,1,http://hccapps.hobartcity.com.au/gis/significant trees/Battery Point listings/Q1 Quayle St.pdf,HCCGISICT,2017-05-24T03:31:55.650Z,HCCGISICT,2017-05-24T03:31:55.650Z
526856.080900000408292,5251049.028,147,,PLANNING Significant Trees,Sketch,One of 23 in the listing,Platanus x hispanica,Q1,1,http://hccapps.hobartcity.com.au/gis/significant trees/Battery Point listings/Q1 Quayle St.pdf,HCCGISICT,2017-05-24T03:31:55.650Z,HCCGISICT,2017-05-24T03:31:55.650Z
526845.408699999563396,5251051.9018,148,,PLANNING Significant Trees,Sketch,One of 23 in the listing,Platanus x hispanica,Q1,1,http://hccapps.hobartcity.com.au/gis/significant trees/Battery Point listings/Q1 Quayle St.pdf,HCCGISICT,2017-05-24T03:31:55.650Z,HCCGISICT,2017-05-24T03:31:55.650Z
526834.68680000025779,5251054.745099999942,149,,PLANNING Significant Trees,Sketch,One of 23 in the listing,Platanus x hispanica,Q1,1,http://hccapps.hobartcity.com.au/gis/significant trees/Battery Point listings/Q1 Quayle St.pdf,HCCGISICT,2017-05-24T03:31:55.650Z,HCCGISICT,2017-05-24T03:31:55.650Z
526813.276499999687076,5251060.22599999979,150,,PLANNING Significant Trees,Sketch,One of 23 in the listing,Platanus x hispanica,Q1,1,http://hccapps.hobartcity.com.au/gis/significant trees/Battery Point listings/Q1 Quayle St.pdf,HCCGISICT,2017-05-24T03:31:55.650Z,HCCGISICT,2017-05-24T03:31:55.650Z
526802.514000000432134,5251062.9528,151,,PLANNING Significant Trees,Sketch,One of 23 in the listing,Platanus x hispanica,Q1,1,http://hccapps.hobartcity.com.au/gis/significant trees/Battery Point listings/Q1 Quayle St.pdf,HCCGISICT,2017-05-24T03:31:55.650Z,HCCGISICT,2017-05-24T03:31:55.650Z
526770.586799999698997,5251072.2822,152,,PLANNING Significant Trees,Sketch,One of 23 in the listing,Platanus x hispanica,Q1,1,http://hccapps.hobartcity.com.au/gis/significant trees/Battery Point listings/Q1 Quayle St.pdf,HCCGISICT,2017-05-24T03:31:55.650Z,HCCGISICT,2017-05-24T03:31:55.650Z
527086.626000000163913,5250968.24799999967,153,,PLANNING Significant Trees,Sketch,,Euc. globulus,Q2,1,http://hccapps.hobartcity.com.au/gis/significant trees/Battery Point listings/Q2 Quayle St.pdf,HCCGISICT,2017-05-24T03:31:55.650Z,HCCGISICT,2017-05-24T03:31:55.650Z
526945.145600000396371,5251323.8201,154,,PLANNING Significant Trees,Sketch,Battery Point Planning Scheme 3 trees in listing,Ulmus procera,S1,1,http://hccapps.hobartcity.com.au/gis/significant trees/Battery Point listings/S1 74 Sandy Bay Rd.pdf,HCCGISICT,2017-05-24T03:31:55.650Z,HCCGISICT,2017-05-24T03:31:55.650Z
526949.278800000436604,5251331.058199999854,155,,PLANNING Significant Trees,Sketch,Battery Point Planning Scheme 3 trees in listing,Ulmus procera,S1,1,http://hccapps.hobartcity.com.au/gis/significant trees/Battery Point listings/S1 74 Sandy Bay Rd.pdf,HCCGISICT,2017-05-24T03:31:55.650Z,HCCGISICT,2017-05-24T03:31:55.650Z
