X,Y,OBJECTID,ifc_uid,Type_Description,Session_Key,Object_Metadata,Botanical_ID,Planning_Ref_No,Number_Trees,Data_Sheet_URL,created_user,created_date,last_edited_user,last_edited_date
526953.001400000415742,5251337.4226,156,,PLANNING Significant Trees,Sketch,Battery Point Planning Scheme 3 trees in listing,Ulmus procera,S1,1,http://hccapps.hobartcity.com.au/gis/significant trees/Battery Point listings/S1 74 Sandy Bay Rd.pdf,HCCGISICT,2017-05-24T03:31:55.650Z,HCCGISICT,2017-05-24T03:31:55.650Z
526895.297500000335276,5251266.681599999778,162,,PLANNING Significant Trees,Sketch,Part of 4 trees in listing,Ulmus procera,S2,1,http://hccapps.hobartcity.com.au/gis/significant trees/Battery Point listings/S2 82 Sandy Bay Rd.pdf,HCCGISICT,2017-05-24T03:31:55.650Z,HCCGISICT,2017-05-24T03:31:55.650Z
526933.636900000274181,5251308.263799999841,177,,PLANNING Significant Trees,Sketch,Part of 4 trees in listing,Ulmus procera,S2,1,http://hccapps.hobartcity.com.au/gis/significant trees/Battery Point listings/S2 82 Sandy Bay Rd.pdf,HCCGISICT,2017-05-24T03:31:55.650Z,HCCGISICT,2017-05-24T03:31:55.650Z
526938.2648,5251313.064399999566,186,,PLANNING Significant Trees,Sketch,Part of 4 trees in listing,Ulmus procera,S2,1,http://hccapps.hobartcity.com.au/gis/significant trees/Battery Point listings/S2 82 Sandy Bay Rd.pdf,HCCGISICT,2017-05-24T03:31:55.650Z,HCCGISICT,2017-05-24T03:31:55.650Z
526920.761400000192225,5251279.967699999921,187,,PLANNING Significant Trees,Sketch,,Cupressus tortulosa,S3,1,http://hccapps.hobartcity.com.au/gis/significant trees/Battery Point listings/S3 82 Sandy Bay Rd.pdf,HCCGISICT,2017-05-24T03:31:55.650Z,HCCGISICT,2017-05-24T03:31:55.650Z
526901.385200000368059,5251274.92949999962,193,,PLANNING Significant Trees,Sketch,Part of 4 trees in listing,Ulmus procera,S2,1,http://hccapps.hobartcity.com.au/gis/significant trees/Battery Point listings/S2 82 Sandy Bay Rd.pdf,HCCGISICT,2017-05-24T03:31:55.650Z,HCCGISICT,2017-05-24T03:31:55.650Z
526567.050699999555945,5251302.9685,506,,PLANNING Significant Trees,Sketch,"Added June 2012, as approved by TPC",Euc. globulus,A3,4,http://hccapps.hobartcity.com.au/gis/significant trees/City of Hobart listings/A3 Albuera St.pdf,HCCGISICT,2017-05-24T03:31:55.650Z,HCCGISICT,2017-05-24T03:31:55.650Z
526556.835699999704957,5251310.544099999592,507,,PLANNING Significant Trees,Sketch,"Added June 2012, as approved by TPC",Euc. globulus,A3,4,http://hccapps.hobartcity.com.au/gis/significant trees/City of Hobart listings/A3 Albuera St.pdf,HCCGISICT,2017-05-24T03:31:55.650Z,HCCGISICT,2017-05-24T03:31:55.650Z
526538.97580000013113,5251323.104899999686,508,,PLANNING Significant Trees,Sketch,"Added June 2012, as approved by TPC",Euc. globulus,A3,4,http://hccapps.hobartcity.com.au/gis/significant trees/City of Hobart listings/A3 Albuera St.pdf,HCCGISICT,2017-05-24T03:31:55.650Z,HCCGISICT,2017-05-24T03:31:55.650Z
526532.499099999666214,5251326.833899999969,509,,PLANNING Significant Trees,Sketch,"Added June 2012, as approved by TPC",Euc. globulus,A3,4,http://hccapps.hobartcity.com.au/gis/significant trees/City of Hobart listings/A3 Albuera St.pdf,HCCGISICT,2017-05-24T03:31:55.650Z,HCCGISICT,2017-05-24T03:31:55.650Z
526671.083599999547005,5251297.3492,510,,PLANNING Significant Trees,Sketch,"Added June 2012, as approved by TPC",Quercus robur,A4,3,http://hccapps.hobartcity.com.au/gis/significant trees/City of Hobart listings/A4 23 Albuera St.pdf,HCCGISICT,2017-05-24T03:31:55.650Z,HCCGISICT,2017-05-24T03:31:55.650Z
526649.609899999573827,5251267.1025,511,,PLANNING Significant Trees,Sketch,"Added June 2012, as approved by TPC",Quercus robur,A4,3,http://hccapps.hobartcity.com.au/gis/significant trees/City of Hobart listings/A4 23 Albuera St.pdf,HCCGISICT,2017-05-24T03:31:55.650Z,HCCGISICT,2017-05-24T03:31:55.650Z
526645.697499999776483,5251261.723,512,,PLANNING Significant Trees,Sketch,"Added June 2012, as approved by TPC",Quercus robur,A4,3,http://hccapps.hobartcity.com.au/gis/significant trees/City of Hobart listings/A4 23 Albuera St.pdf,HCCGISICT,2017-05-24T03:31:55.650Z,HCCGISICT,2017-05-24T03:31:55.650Z
525693.421799999661744,5250825.878899999894,513,,PLANNING Significant Trees,Sketch,"Added June 2012, as approved by TPC",Sequoiadendron giganteum,D17,1,http://hccapps.hobartcity.com.au/gis/significant trees/City of Hobart listings/D17 301 Davey St.pdf,HCCGISICT,2017-05-24T03:31:55.650Z,HCCGISICT,2017-05-24T03:31:55.650Z
525603.3388,5250470.03299999982,514,,PLANNING Significant Trees,Sketch22,"Added June 2012, as approved by TPC",Abies nordmanniana,D18,1,http://hccapps.hobartcity.com.au/gis/significant trees/City of Hobart listings/D18 344 Davey St.pdf,HCCGISICT,2017-05-24T03:31:55.650Z,HCCGISICT,2017-05-24T03:31:55.650Z
525576.269600000232458,5250480.5444,515,,PLANNING Significant Trees,Sketch,"Added June 2012, as approved by TPC",Corymbia ficifolia,D19,1,http://hccapps.hobartcity.com.au/gis/significant trees/City of Hobart listings/D19 344 Davey St.pdf,HCCGISICT,2017-05-24T03:31:55.650Z,HCCGISICT,2017-05-24T03:31:55.650Z
525467.139000000432134,5253518.464499999769,516,,PLANNING Significant Trees,Sketch,"Added June 2012, as approved by TPC",Ficus macrophylla,E5,1,http://hccapps.hobartcity.com.au/gis/significant trees/City of Hobart listings/E5 446 Elizabeth St.pdf,HCCGISICT,2017-05-24T03:31:55.650Z,HCCGISICT,2017-05-24T03:31:55.650Z
528860.137699999846518,5248748.760599999689,907,,PLANNING Significant Trees,Sketch,"Added June 2012, as approved by TPC",Liriodendron tulipifera,F5,1,http://hccapps.hobartcity.com.au/gis/significant trees/City of Hobart listings/F5 6 Fisher Ave.pdf,HCCGISICT,2017-05-24T03:31:55.650Z,HCCGISICT,2017-05-24T03:31:55.650Z
528813.7752,5248711.4729,908,,PLANNING Significant Trees,Sketch,"Added June 2012, as approved by TPC",Cedrus deodara,F6,1,http://hccapps.hobartcity.com.au/gis/significant trees/City of Hobart listings/F6 10 Fisher Ave.pdf,HCCGISICT,2017-05-24T03:31:55.650Z,HCCGISICT,2017-05-24T03:31:55.650Z
528869.487399999984,5248775.4159,909,,PLANNING Significant Trees,Sketch,"Added June 2012, as approved by TPC",Tilia cordata,F4,2,http://hccapps.hobartcity.com.au/gis/significant trees/City of Hobart listings/F4 adj. 3 Fisher Ave.pdf,HCCGISICT,2017-05-24T03:31:55.650Z,HCCGISICT,2017-05-24T03:31:55.650Z
528841.898299999535084,5248757.5875,910,,PLANNING Significant Trees,Sketch,"Added June 2012, as approved by TPC",Tilia cordata,F4,2,http://hccapps.hobartcity.com.au/gis/significant trees/City of Hobart listings/F4 adj. 3 Fisher Ave.pdf,HCCGISICT,2017-05-24T03:31:55.650Z,HCCGISICT,2017-05-24T03:31:55.650Z
528812.416699999943,5248699.8196,912,,PLANNING Significant Trees,Sketch,"Added June 2012, as approved by TPC",Cedrus atlantica,F7,1,http://hccapps.hobartcity.com.au/gis/significant trees/City of Hobart listings/F7 10 Fisher Ave.pdf,HCCGISICT,2017-05-24T03:31:55.650Z,HCCGISICT,2017-05-24T03:31:55.650Z
528693.679899999872,5248607.9911,913,,PLANNING Significant Trees,Sketch,"Added June 2012, as approved by TPC",Ulmus glabra 'Lutescens',F8,1,http://hccapps.hobartcity.com.au/gis/significant trees/City of Hobart listings/F8 adj. 33 Fisher Ave.pdf,HCCGISICT,2017-05-24T03:31:55.650Z,HCCGISICT,2017-05-24T03:31:55.650Z
528656.213700000196695,5248454.90199999977,915,,PLANNING Significant Trees,Sketch,"Added June 2012, as approved by TPC",Ulmus procera,F10,1,http://hccapps.hobartcity.com.au/gis/significant trees/City of Hobart listings/F10 46 Fisher Ave.pdf,HCCGISICT,2017-05-24T03:31:55.650Z,HCCGISICT,2017-05-24T03:31:55.650Z
526088.392300000414252,5250990.114599999972,916,,PLANNING Significant Trees,Sketch,"Added June 2012, as approved by TPC",Quercus robur,F12,4,http://hccapps.hobartcity.com.au/gis/significant trees/City of Hobart listings/F12 Fitzroy Cres.pdf,HCCGISICT,2017-05-24T03:31:55.650Z,HCCGISICT,2017-05-24T03:31:55.650Z
526101.146499999798834,5250977.7098,917,,PLANNING Significant Trees,Sketch,"Added June 2012, as approved by TPC",Quercus robur,F12,4,http://hccapps.hobartcity.com.au/gis/significant trees/City of Hobart listings/F12 Fitzroy Cres.pdf,HCCGISICT,2017-05-24T03:31:55.650Z,HCCGISICT,2017-05-24T03:31:55.650Z
526113.551300000399351,5250965.4797,918,,PLANNING Significant Trees,Sketch,"Added June 2012, as approved by TPC",Quercus robur,F12,4,http://hccapps.hobartcity.com.au/gis/significant trees/City of Hobart listings/F12 Fitzroy Cres.pdf,HCCGISICT,2017-05-24T03:31:55.650Z,HCCGISICT,2017-05-24T03:31:55.650Z
526127.703300000168383,5250952.201299999841,919,,PLANNING Significant Trees,Sketch,"Added June 2012, as approved by TPC",Quercus robur,F12,4,http://hccapps.hobartcity.com.au/gis/significant trees/City of Hobart listings/F12 Fitzroy Cres.pdf,HCCGISICT,2017-05-24T03:31:55.650Z,HCCGISICT,2017-05-24T03:31:55.650Z
526091.537200000137091,5250936.6516,920,,PLANNING Significant Trees,Sketch,"Added June 2012, as approved by TPC",Ulmis minor 'Variegata',F13,4,http://hccapps.hobartcity.com.au/gis/significant trees/City of Hobart listings/F13 Fitzroy Cres.pdf,HCCGISICT,2017-05-24T03:31:55.650Z,HCCGISICT,2017-05-24T03:31:55.650Z
526063.233199999667704,5250922.8491,921,,PLANNING Significant Trees,Sketch,"Added June 2012, as approved by TPC",Ulmis minor 'Variegata',F13,4,http://hccapps.hobartcity.com.au/gis/significant trees/City of Hobart listings/F13 Fitzroy Cres.pdf,HCCGISICT,2017-05-24T03:31:55.650Z,HCCGISICT,2017-05-24T03:31:55.650Z
526053.449099999852479,5250826.9302,922,,PLANNING Significant Trees,Sketch,"Added June 2012, as approved by TPC",Ulmis minor 'Variegata',F13,4,http://hccapps.hobartcity.com.au/gis/significant trees/City of Hobart listings/F13 Fitzroy Cres.pdf,HCCGISICT,2017-05-24T03:31:55.650Z,HCCGISICT,2017-05-24T03:31:55.650Z
526052.051400000229478,5250807.7114,923,,PLANNING Significant Trees,Sketch,"Added June 2012, as approved by TPC",Ulmis minor 'Variegata',F13,4,http://hccapps.hobartcity.com.au/gis/significant trees/City of Hobart listings/F13 Fitzroy Cres.pdf,HCCGISICT,2017-05-24T03:31:55.650Z,HCCGISICT,2017-05-24T03:31:55.650Z
528783.731700000353158,5248972.340099999681,924,,PLANNING Significant Trees,Sketch,"Added June 2012, as approved by TPC",Phoenx canarienes,H1,2,http://hccapps.hobartcity.com.au/gis/significant trees/City of Hobart listings/H1 2 Heathorn Ave.pdf,HCCGISICT,2017-05-24T03:31:55.650Z,HCCGISICT,2017-05-24T03:31:55.650Z
528775.522300000302494,5248976.569099999964,925,,PLANNING Significant Trees,Sketch,"Added June 2012, as approved by TPC",Phoenx canarienes,H1,2,http://hccapps.hobartcity.com.au/gis/significant trees/City of Hobart listings/H1 2 Heathorn Ave.pdf,HCCGISICT,2017-05-24T03:31:55.650Z,HCCGISICT,2017-05-24T03:31:55.650Z
526129.7434,5250625.2926,926,,PLANNING Significant Trees,Sketch,"Added June 2012, as approved by TPC",Ulmus procera,K1,1,http://hccapps.hobartcity.com.au/gis/significant trees/City of Hobart listings/K1 121 King St.pdf,HCCGISICT,2017-05-24T03:31:55.650Z,HCCGISICT,2017-05-24T03:31:55.650Z
521557.497600000351667,5253404.785099999979,927,,PLANNING Significant Trees,Sketch,"Added June 2012, as approved by TPC",Euc. globulus,L28,1,http://hccapps.hobartcity.com.au/gis/significant trees/City of Hobart listings/L28 adj 400 Lenah Valley Rd.pdf,HCCGISICT,2017-05-24T03:31:55.650Z,HCCGISICT,2017-05-24T03:31:55.650Z
524896.711199999786913,5253156.5667,928,,PLANNING Significant Trees,Sketch,"Added June 2012, as approved by TPC.  appears to replicate M8",Lauris nobilis,M11,1,http://hccapps.hobartcity.com.au/gis/significant trees/City of Hobart listings/M11 55 Mount Stuart Rd.pdf,HCCGISICT,2017-05-24T03:31:55.650Z,HCCGISICT,2017-05-24T03:31:55.650Z
525332.080400000326335,5255581.4122,929,,PLANNING Significant Trees,Sketch,"Added June 2012, as approved by TPC",Araucaria heterophylla,R1,2,http://hccapps.hobartcity.com.au/gis/significant trees/City of Hobart listings/R1 68 Risdon Rd.pdf,HCCGISICT,2017-05-24T03:31:55.650Z,HCCGISICT,2017-05-24T03:31:55.650Z
525323.681099999696016,5255571.9241,930,,PLANNING Significant Trees,Sketch,"Added June 2012, as approved by TPC",Araucaria heterophylla,R1,2,http://hccapps.hobartcity.com.au/gis/significant trees/City of Hobart listings/R1 68 Risdon Rd.pdf,HCCGISICT,2017-05-24T03:31:55.650Z,HCCGISICT,2017-05-24T03:31:55.650Z
523924.73340000025928,5253715.116399999708,931,,PLANNING Significant Trees,Sketch,"Added June 2012, as approved by TPC",Euc. viminalis,R2,1,http://hccapps.hobartcity.com.au/gis/significant trees/City of Hobart listings/R2 16 Rosehill Cres.pdf,HCCGISICT,2017-05-24T03:31:55.650Z,HCCGISICT,2017-05-24T03:31:55.650Z
526929.215200000442564,5251337.6671,932,,PLANNING Significant Trees,Sketch,"Added June 2012, as approved by TPC",Quercus robur,S10,2,http://hccapps.hobartcity.com.au/gis/significant trees/City of Hobart listings/S10 55 Sandy Bay Rd.pdf,HCCGISICT,2017-05-24T03:31:55.650Z,HCCGISICT,2017-05-24T03:31:55.650Z
526896.321499999613,5251349.362599999644,933,,PLANNING Significant Trees,Sketch,"Added June 2012, as approved by TPC",Quercus robur,S7,2,http://hccapps.hobartcity.com.au/gis/significant trees/City of Hobart listings/S7 53 Sandy Bay Rd.pdf,HCCGISICT,2017-05-24T03:31:55.650Z,HCCGISICT,2017-05-24T03:31:55.650Z
526880.678799999878,5251321.147199999541,934,,PLANNING Significant Trees,Sketch,"Added June 2012, as approved by TPC",Arbutus unedo,S8,1,http://hccapps.hobartcity.com.au/gis/significant trees/City of Hobart listings/S8 53 Sandy Bay Rd.pdf,HCCGISICT,2017-05-24T03:31:55.650Z,HCCGISICT,2017-05-24T03:31:55.650Z
526912.549100000411272,5251323.1939,935,,PLANNING Significant Trees,Shetch,"Added June 2012, as approved by TPC",Magnolia grandiflora,S9,2,http://hccapps.hobartcity.com.au/gis/significant trees/City of Hobart listings/S9 53 Sandy Bay Rd.pdf,HCCGISICT,2017-05-24T03:31:55.650Z,HCCGISICT,2017-05-24T03:31:55.650Z
526900.268799999728799,5251312.229299999774,936,,PLANNING Significant Trees,Sketch,"Added June 2012, as approved by TPC",Magnolia grandiflora,S9,2,http://hccapps.hobartcity.com.au/gis/significant trees/City of Hobart listings/S9 53 Sandy Bay Rd.pdf,HCCGISICT,2017-05-24T03:31:55.650Z,HCCGISICT,2017-05-24T03:31:55.650Z
526893.251400000415742,5251297.609899999574,937,,PLANNING Significant Trees,Sketch,"Added June 2012, as approved by TPC",Quercus robur,S10,1,http://hccapps.hobartcity.com.au/gis/significant trees/City of Hobart listings/S10 55 Sandy Bay Rd.pdf,HCCGISICT,2017-05-24T03:31:55.650Z,HCCGISICT,2017-05-24T03:31:55.650Z
527887.0422,5249503.691399999894,939,,PLANNING Significant Trees,Sketch,"Added June 2012, as approved by TPC",Phoenx canarienes,S11,1,http://hccapps.hobartcity.com.au/gis/significant trees/City of Hobart listings/S11 469 Sandy Bay Rd.pdf,HCCGISICT,2017-05-24T03:31:55.650Z,HCCGISICT,2017-05-24T03:31:55.650Z
528479.390399999917,5249208.3305,940,,PLANNING Significant Trees,Sketch,"Added June 2012, as approved by TPC",Fagus sylvatica 'Purpura',S12,1,http://hccapps.hobartcity.com.au/gis/significant trees/City of Hobart listings/S12 564 Sandy Bay Rd.pdf,HCCGISICT,2017-05-24T03:31:55.650Z,HCCGISICT,2017-05-24T03:31:55.650Z
528486.1162,5249240.2779,941,,PLANNING Significant Trees,Sketch,"Added June 2012, as approved by TPC",Pyrus communis,S13,1,http://hccapps.hobartcity.com.au/gis/significant trees/City of Hobart listings/S13 564 Sandy Bay Rd.pdf,HCCGISICT,2017-05-24T03:31:55.650Z,HCCGISICT,2017-05-24T03:31:55.650Z
528945.279900000430644,5248777.1737,942,,PLANNING Significant Trees,Sketch,"Added June 2012, as approved by TPC",Phoenx canarienes,S14,1,http://hccapps.hobartcity.com.au/gis/significant trees/City of Hobart listings/S14 609 Sandy Bay Rd.pdf,HCCGISICT,2017-05-24T03:31:55.650Z,HCCGISICT,2017-05-24T03:31:55.650Z
524280.603099999949,5255278.4095,943,,PLANNING Significant Trees,Sketch,"Added June 2012, as approved by TPC",Quercus robur,S17,2,http://hccapps.hobartcity.com.au/gis/significant trees/City of Hobart listings/S17 14 St Johns Ave.pdf,HCCGISICT,2017-05-24T03:31:55.650Z,HCCGISICT,2017-05-24T03:31:55.650Z
524290.721199999563396,5255263.794499999844,944,,PLANNING Significant Trees,Sketch,"Added June 2012, as approved by TPC",Quercus robur,S17,2,http://hccapps.hobartcity.com.au/gis/significant trees/City of Hobart listings/S17 14 St Johns Ave.pdf,HCCGISICT,2017-05-24T03:31:55.650Z,HCCGISICT,2017-05-24T03:31:55.650Z
524358.992700000293553,5255245.909,945,,PLANNING Significant Trees,Sketch,"Added June 2012, as approved by TPC",Ulmus procera,S16,1,http://hccapps.hobartcity.com.au/gis/significant trees/City of Hobart listings/S16 9 St Johns Ave.pdf,HCCGISICT,2017-05-24T03:31:55.650Z,HCCGISICT,2017-05-24T03:31:55.650Z
525567.275299999862909,5250111.063199999742,947,,PLANNING Significant Trees,Sketch,"Added June 2012, as approved by TPC",Euc. globulus,W7,1,http://hccapps.hobartcity.com.au/gis/significant trees/City of Hobart listings/W7 46 Waterworks Rd.pdf,HCCGISICT,2017-05-24T03:31:55.650Z,HCCGISICT,2017-05-24T03:31:55.650Z
528133.0855,5248752.8475,948,,PLANNING Significant Trees,Sketch,"Added June 2012, as approved by TPC",Salix babylonica,W8,1,http://hccapps.hobartcity.com.au/gis/significant trees/City of Hobart listings/W8 26 Willowdene Ave.pdf,HCCGISICT,2017-05-24T03:31:55.650Z,HCCGISICT,2017-05-24T03:31:55.650Z
525127.043100000359118,5255672.071,949,,PLANNING Significant Trees,Sketch,"Added June 2012, as approved by TPC",Araucaria bidwillii,E6,1,http://hccapps.hobartcity.com.au/gis/significant trees/City of Hobart listings/E6 7 Emmett Place.pdf,HCCGISICT,2017-05-24T03:31:55.650Z,HCCGISICT,2017-05-24T03:31:55.650Z
521827.9753,5247667.8084,951,1482013,PLANNING Significant Trees,Sketch,,Euc. pulchella,S5,2,http://hccapps.hobartcity.com.au/gis/significant trees/City of Hobart listings/S5 64 Summerleas Rd.pdf,HCCGISICT,2017-05-24T03:31:55.650Z,HCCGISICT,2017-05-24T03:31:55.650Z
